original_name,cleaned_name,aligned_name,taxonomic_dataset,taxon_rank,aligned_reason,alignment_code
Leucopogon corynocarpus,Leucopogon corynocarpus,Leucopogon corynocarpus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon cymbiformis,Leucopogon cymbiformis,Leucopogon cymbiformis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon denticulatus,Leucopogon denticulatus,Leucopogon denticulatus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon flavescens,Leucopogon flavescens,Leucopogon flavescens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon florulentus,Leucopogon florulentus,Leucopogon florulentus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon gibbosus,Leucopogon gibbosus,Leucopogon gibbosus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon glabellus,Leucopogon glabellus,Leucopogon glabellus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon gnaphalioides,Leucopogon gnaphalioides,Leucopogon gnaphalioides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon gracilis,Leucopogon gracilis,Leucopogon gracilis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon interruptus,Leucopogon interruptus,Leucopogon interruptus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon lasiophyllus,Leucopogon lasiophyllus,Leucopogon lasiophyllus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon minutifolius,Leucopogon minutifolius,Leucopogon minutifolius,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Leucopogon mollis,Leucopogon mollis,Leucopogon mollis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon multiflorus,Leucopogon multiflorus,Leucopogon multiflorus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon obovatus,Leucopogon obovatus,Leucopogon obovatus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon parviflorus,Leucopogon parviflorus,Leucopogon parviflorus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon pogonocalyx,Leucopogon pogonocalyx,Leucopogon pogonocalyx,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon psilopus,Leucopogon psilopus,Leucopogon psilopus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon rotundifolius,Leucopogon rotundifolius,Leucopogon rotundifolius,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon rubricaulis,Leucopogon rubricaulis,Leucopogon rubricaulis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon sp. Barren Range (A.S. George 10092),Leucopogon sp. Barren Range (A.S. George 10092),Leucopogon sp. Barren Range (A.S.George 10092),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Leucopogon sp. Bonnie Hill (K.R. Newbey 9831),Leucopogon sp. Bonnie Hill (K.R. Newbey 9831),Leucopogon sp. Bonnie Hill (K.R.Newbey 9831),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Leucopogon sp. Ironcaps (N. Gibson & K. Brown 3070),Leucopogon sp. Ironcaps (N. Gibson & K. Brown 3070),Leucopogon sp. Ironcaps (N.Gibson & K.Brown 3070),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Leucopogon sp. Ongerup (A.S. George 16682),Leucopogon sp. Ongerup (A.S. George 16682),Leucopogon sp. Ongerup (A.S.George 16682),APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Leucopogon sp. Roberts Swamp (K.R. Newbey 8173),Leucopogon sp. Roberts Swamp (K.R. Newbey 8173),Leucopogon sp. Roberts Swamp (K.R.Newbey 8173),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name
Leucopogon sp. South Coast (K.R. Newbey 8213),Leucopogon sp. South Coast (K.R. Newbey 8213),Leucopogon sp. South Coast (K.R.Newbey 8213),APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name
Leucopogon sp. Southern granite,Leucopogon sp. Southern granite,Leucopogon sp. Southern Granite (E.D.Middleton EDM 266),APC,species,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted
Leucopogon spp,Leucopogon sp.,Leucopogon sp. [Barrett_2009],APC,genus,Exact match of taxon name ending with `sp.` to an APC genus (2023-09-08),match_01a_exact_genus_accepted_or_known
Leucopogon tamariscinus,Leucopogon tamariscinus,Leucopogon tamariscinus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon verticillatus,Leucopogon verticillatus,Leucopogon verticillatus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Leucopogon woodsii,Leucopogon woodsii,Leucopogon woodsii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Levenhookia octomaculata,Levenhookia octomaculata,Levenhookia octomaculata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Levenhookia pulcherrima,Levenhookia pulcherrima,Levenhookia pulcherrima,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Lissanthe pleurandroides,Lissanthe pleurandroides,Lissanthe pleurandroides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Lissanthe pleurandroides,Lissanthe pleurandroides,Lissanthe pleurandroides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Lissanthe synandra,Lissanthe synandra,Lissanthe synandra,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Lomandra ordii,Lomandra ordii,Lomandra ordii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Lysinema ciliatum,Lysinema ciliatum,Lysinema ciliatum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Lysinema lasianthum,Lysinema lasianthum,Lysinema lasianthum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Macrozamia dyeri,Macrozamia dyeri,Macrozamia dyeri,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Marianthus granulatus,Marianthus granulatus,Marianthus granulatus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Marianthus mollis,Marianthus mollis,Marianthus mollis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Marianthus sylvaticus,Marianthus sylvaticus,Marianthus sylvaticus,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Meeboldina crassipes,Meeboldina crassipes,Meeboldina crassipes,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Meeboldina spp,Meeboldina sp.,Meeboldina sp. [Barrett_2009],APC,genus,Exact match of taxon name ending with `sp.` to an APC genus (2023-09-08),match_01a_exact_genus_accepted_or_known
Meeboldina thysanantha,Meeboldina thysanantha,Meeboldina thysanantha,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Melalaueca nesophila,Melalaueca nesophila,Melaleuca nesophila,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melaleuca acuimnata,Melaleuca acuimnata,Melaleuca acuminata,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melaleuca acuminata,Melaleuca acuminata,Melaleuca acuminata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca acuminata,Melaleuca acuminata,Melaleuca acuminata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca acuminata,Melaleuca acuminata,Melaleuca acuminata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca agathosmoides,Melaleuca agathosmoides,Melaleuca agathosmoides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca apodocephala,Melaleuca apodocephala,Melaleuca apodocephala,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca araucarioides,Melaleuca araucarioides,Melaleuca araucarioides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca basicephala,Melaleuca basicephala,Melaleuca basicephala,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca bracteosa,Melaleuca bracteosa,Melaleuca bracteosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca brevifolia,Melaleuca brevifolia,Melaleuca brevifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca brevifolia,Melaleuca brevifolia,Melaleuca brevifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca bromelioides,Melaleuca bromelioides,Melaleuca bromelioides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca calycina,Melaleuca calycina,Melaleuca calycina,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca calycina,Melaleuca calycina,Melaleuca calycina,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca citrina,Melaleuca citrina,Melaleuca citrina,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Melaleuca cliffortioides,Melaleuca cliffortioides,Melaleuca cliffortioides,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca cliffortoides,Melaleuca cliffortoides,Melaleuca cliffortioides,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melaleuca coccinea,Melaleuca coccinea,Melaleuca coccinea,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca cordata,Melaleuca cordata,Melaleuca cordata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca cornicarpa,Melaleuca cornicarpa,Melaleuca coronicarpa,APC,species,Fuzzy match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_07b_fuzzy_known_canonical_name
Melaleuca coronicarpa,Melaleuca coronicarpa,Melaleuca coronicarpa,APC,species,Exact match of taxon name to an APC-known canonical name once punctuation and filler words are removed (2023-09-08),match_06b_known_canonical_name
Melaleuca cucullata,Melaleuca cucullata,Melaleuca cucullata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca cucullata,Melaleuca cucullata,Melaleuca cucullata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca cuticularis,Melaleuca cuticularis,Melaleuca cuticularis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca cuticularis,Melaleuca cuticularis,Melaleuca cuticularis,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca dempta,Melaleuca dempta,Melaleuca dempta,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca densa,Melaleuca densa,Melaleuca densa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca diosmifolia,Melaleuca diosmifolia,Melaleuca diosmifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca diosmifolia,Melaleuca diosmifolia,Melaleuca diosmifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca eleuterostachya,Melaleuca eleuterostachya,Melaleuca eleuterostachya,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca elliptica,Melaleuca elliptica,Melaleuca elliptica,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca elliptica,Melaleuca elliptica,Melaleuca elliptica,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca eximia,Melaleuca eximia,Melaleuca eximia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca fissurata,Melaleuca fissurata,Melaleuca fissurata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca fulgens,Melaleuca fulgens,Melaleuca fulgens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca fulgens,Melaleuca fulgens,Melaleuca fulgens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca fulgens,Melaleuca fulgens,Melaleuca fulgens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca glaberimma,Melaleuca glaberimma,Melaleuca glaberrima,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melaleuca glaberrima,Melaleuca glaberrima,Melaleuca glaberrima,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca glena,Melaleuca glena,Melaleuca glena,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca globifera,Melaleuca globifera,Melaleuca globifera,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca globiferra,Melaleuca globiferra,Melaleuca globifera,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melaleuca globiferra,Melaleuca globiferra,Melaleuca globifera,APC,species,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melaleuca halmaturorum,Melaleuca halmaturorum,Melaleuca halmaturorum,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca hamata,Melaleuca hamata,Melaleuca hamata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca haplantha,Melaleuca haplantha,Melaleuca haplantha,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca haplantha,Melaleuca haplantha,Melaleuca haplantha,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca incana,Melaleuca incana,Melaleuca incana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca incana ssp tenella,Melaleuca incana subsp. tenella,Melaleuca incana subsp. tenella,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca incana ssp. tenella,Melaleuca incana subsp. tenella,Melaleuca incana subsp. tenella,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca lanceolata,Melaleuca lanceolata,Melaleuca lanceolata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca lanceolata,Melaleuca lanceolata,Melaleuca lanceolata,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca lateriflora,Melaleuca lateriflora,Melaleuca lateriflora,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca lateriflora ssp. lateriflora,Melaleuca lateriflora subsp. lateriflora,Melaleuca lateriflora subsp. lateriflora,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca lateriflora ssp. lateriflora,Melaleuca lateriflora subsp. lateriflora,Melaleuca lateriflora subsp. lateriflora,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca lateritia,Melaleuca lateritia,Melaleuca lateritia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca laxiflora,Melaleuca laxiflora,Melaleuca laxiflora,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca lecanantha,Melaleuca lecanantha,Melaleuca lecanantha,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca macronychia ssp. trygonoides,Melaleuca macronychia subsp. trygonoides,Melaleuca macronychia subsp. trygonoides,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca micromera,Melaleuca micromera,Melaleuca micromera,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca microphylla,Melaleuca microphylla,Melaleuca microphylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca nesophila,Melaleuca nesophila,Melaleuca nesophila,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca ordinifolia,Melaleuca ordinifolia,Melaleuca ordinifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca papillosa,Melaleuca papillosa,Melaleuca papillosa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pauciflora,Melaleuca pauciflora,Melaleuca pauciflora,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pauperiflora,Melaleuca pauperiflora,Melaleuca pauperiflora,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pauperiflora spp pauperiflora,Melaleuca pauperiflora sp. pauperiflora,Melaleuca pauperiflora subsp. pauperiflora,APC,subspecies,Exact match of the first three words of the taxon name to an APC-accepted canonical name (2023-09-08),match_12a_trinomial_exact_accepted
Melaleuca pauperiflora ssp. fastigiata,Melaleuca pauperiflora subsp. fastigiata,Melaleuca pauperiflora subsp. fastigiata,APC,subspecies,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca penicula,Melaleuca penicula,Melaleuca penicula,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pentagona,Melaleuca pentagona,Melaleuca pentagona,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pentagona,Melaleuca pentagona,Melaleuca pentagona,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pentagona,Melaleuca pentagona,Melaleuca pentagona,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pentagona,Melaleuca pentagona,Melaleuca pentagona,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pentagona ssp raggedensis,Melaleuca pentagona subsp. raggedensis,Melaleuca pentagona var. raggedensis,APC,variety,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melaleuca pentagona ssp. latifolia,Melaleuca pentagona subsp. latifolia,Melaleuca pentagona var. latifolia,APC,variety,Fuzzy match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_07a_fuzzy_accepted_canonical_name
Melaleuca phoidophylla,Melaleuca phoidophylla,Melaleuca phoidophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca podiocarpa,Melaleuca podiocarpa,Melaleuca podiocarpa,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca polycephala,Melaleuca polycephala,Melaleuca polycephala,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pomphostoma,Melaleuca pomphostoma,Melaleuca pomphostoma,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca preissiana,Melaleuca preissiana,Melaleuca preissiana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca preissiana,Melaleuca preissiana,Melaleuca preissiana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca preissiana,Melaleuca preissiana,Melaleuca preissiana,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pritzelii,Melaleuca pritzelii,Melaleuca pritzelii,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pulchella,Melaleuca pulchella,Melaleuca pulchella,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pungens,Melaleuca pungens,Melaleuca pungens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca pungens,Melaleuca pungens,Melaleuca pungens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca rhaphiophylla,Melaleuca rhaphiophylla,Melaleuca rhaphiophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca rhaphiophylla,Melaleuca rhaphiophylla,Melaleuca rhaphiophylla,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca rigidifolia,Melaleuca rigidifolia,Melaleuca rigidifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca rigidifolia,Melaleuca rigidifolia,Melaleuca rigidifolia,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca ringens,Melaleuca ringens,Melaleuca ringens,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
Melaleuca sapientes,Melaleuca sapientes,Melaleuca sapientes,APC,species,Exact match of taxon name to an APC-accepted canonical name once punctuation and filler words are removed (2023-09-08),match_06a_accepted_canonical_name
